Sector,Calendar Year,Budget Year,Indicator,Source,Calendar Value,Budget Value,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Unit
Economy,,2019-2020,Export to France,Export Promotion Bureau (EPB),,1.7,,,,,,,,,,,,,Billion USD
Economy,,2018-2019,Export to France,Export Promotion Bureau (EPB),,2.21,,,,,,,,,,,,,Billion USD
Economy,,2017-2018,Export to France,Export Promotion Bureau (EPB),,2.00,,,,,,,,,,,,,Billion USD
Economy,,2016-2017,Export to France,Export Promotion Bureau (EPB),,1.89,,,,,,,,,,,,,Billion USD
Economy,,2015-2016,Export to France,Export Promotion Bureau (EPB),,1.85,,,,,,,,,,,,,Billion USD
Economy,,2014-2015,Export to France,Export Promotion Bureau (EPB),,1.74,,,,,,,,,,,,,Billion USD
Economy,,2013-2014,Export to France,Export Promotion Bureau (EPB),,1.68,,,,,,,,,,,,,Billion USD
Economy,,2012-2013,Export to France,Export Promotion Bureau (EPB),,1.51,,,,,,,,,,,,,Billion USD
Economy,,2011-2012,Export to France,Export Promotion Bureau (EPB),,1.38,,,,,,,,,,,,,Billion USD
Economy,,2000-2001,Export to Germany,Export Promotion Bureau (EPB),,0.79,,,,,,,,,,,,,Billion USD
Economy,,2001-2002,Export to Germany,Export Promotion Bureau (EPB),,0.68,,,,,,,,,,,,,Billion USD
Economy,,2002-2003,Export to Germany,Export Promotion Bureau (EPB),,0.82,,,,,,,,,,,,,Billion USD
Economy,,2003-2004,Export to Germany,Export Promotion Bureau (EPB),,1.30,,,,,,,,,,,,,Billion USD
Economy,,2004-2005,Export to Germany,Export Promotion Bureau (EPB),,0.94,,,,,,,,,,,,,Billion USD
Economy,,2005-2006,Export to Germany,Export Promotion Bureau (EPB),,1.76,,,,,,,,,,,,,Billion USD
Economy,,2006-2007,Export to Germany,Export Promotion Bureau (EPB),,1.96,,,,,,,,,,,,,Billion USD
Economy,,2007-2008,Export to Germany,Export Promotion Bureau (EPB),,2.18,,,,,,,,,,,,,Billion USD
Economy,,2008-2009,Export to Germany,Export Promotion Bureau (EPB),,2.27,,,,,,,,,,,,,Billion USD
Economy,,2009-2010,Export to Germany,Export Promotion Bureau (EPB),,2.19,,,,,,,,,,,,,Billion USD
Economy,,2010-2011,Export to Germany,Export Promotion Bureau (EPB),,3.44,,,,,,,,,,,,,Billion USD
Economy,,2011-2012,Export to Germany,Export Promotion Bureau (EPB),,3.69,,,,,,,,,,,,,Billion USD
Economy,,2012-2013,Export to Germany,Export Promotion Bureau (EPB),,3.96,,,,,,,,,,,,,Billion USD
Economy,,2013-2014,Export to Germany,Export Promotion Bureau (EPB),,4.72,,,,,,,,,,,,,Billion USD
Economy,,2014-2015,Export to Germany,Export Promotion Bureau (EPB),,4.71,,,,,,,,,,,,,Billion USD
Economy,,2015-2016,Export to Germany,Export Promotion Bureau (EPB),,4.99,,,,,,,,,,,,,Billion USD
Economy,,2016-2017,Export to Germany,Export Promotion Bureau (EPB),,5.48,,,,,,,,,,,,,Billion USD
Economy,,2017-2018,Export to Germany,Export Promotion Bureau (EPB),,5.89,,,,,,,,,,,,,Billion USD
Economy,,2018-2019,Export to Germany,Export Promotion Bureau (EPB),,6.17,,,,,,,,,,,,,Billion USD
Economy,,2019-2020,Export to Germany,Export Promotion Bureau (EPB),,5.10,,,,,,,,,,,,,Billion USD
Economy,,2020-2021,Export to Germany,Export Promotion Bureau (EPB),,5.95,,,,,,,,,,,,,Billion USD
Economy,,2009-2010,Export to India,Bangladesh Bank,,304,,,,,,,,,,,,,Million USD
Economy,,2010-2011,Export to India,Bangladesh Bank,,515,,,,,,,,,,,,,Million USD
Economy,,2011-2012,Export to India,Bangladesh Bank,,498,,,,,,,,,,,,,Million USD
Economy,,2012-2013,Export to India,Bangladesh Bank,,563,,,,,,,,,,,,,Million USD
Economy,,2013-2014,Export to India,Bangladesh Bank,,456,,,,,,,,,,,,,Million USD
Economy,,2014-2015,Export to India,Bangladesh Bank,,527,,,,,,,,,,,,,Million USD
Economy,,2015-2016,Export to India,Bangladesh Bank,,690,,,,,,,,,,,,,Million USD
Economy,,2016-2017,Export to India,Bangladesh Bank,,672,,,,,,,,,,,,,Million USD
Economy,,2017-2018,Export to India,Bangladesh Bank,,873,,,,,,,,,,,,,Million USD
Economy,,2018-2019,Export to India,Bangladesh Bank,,"1,248",,,,,,,,,,,,,Million USD
Economy,,2019-2020,Export to India,Bangladesh Bank,,"1,096",,,,,,,,,,,,,Million USD
Economy,,2020-2021,Export to India,Bangladesh Bank,,"1,280",,,,,,,,,,,,,Million USD
Economy,,2000-2001,Export to Italy,Export Promotion Bureau (EPB),,0.30,,,,,,,,,,,,,Billion USD
Economy,,2001-2002,Export to Italy,Export Promotion Bureau (EPB),,0.26,,,,,,,,,,,,,Billion USD
Economy,,2002-2003,Export to Italy,Export Promotion Bureau (EPB),,0.26,,,,,,,,,,,,,Billion USD
Economy,,2003-2004,Export to Italy,Export Promotion Bureau (EPB),,0.32,,,,,,,,,,,,,Billion USD
Economy,,2004-2005,Export to Italy,Export Promotion Bureau (EPB),,0.37,,,,,,,,,,,,,Billion USD
Economy,,2005-2006,Export to Italy,Export Promotion Bureau (EPB),,0.43,,,,,,,,,,,,,Billion USD
Economy,,2006-2007,Export to Italy,Export Promotion Bureau (EPB),,0.52,,,,,,,,,,,,,Billion USD
Economy,,2007-2008,Export to Italy,Export Promotion Bureau (EPB),,0.58,,,,,,,,,,,,,Billion USD
Economy,,2008-2009,Export to Italy,Export Promotion Bureau (EPB),,0.62,,,,,,,,,,,,,Billion USD
Economy,,2009-2010,Export to Italy,Export Promotion Bureau (EPB),,0.62,,,,,,,,,,,,,Billion USD
Economy,,2010-2011,Export to Italy,Export Promotion Bureau (EPB),,0.87,,,,,,,,,,,,,Billion USD
Economy,,2011-2012,Export to Italy,Export Promotion Bureau (EPB),,0.98,,,,,,,,,,,,,Billion USD
Economy,,2012-2013,Export to Italy,Export Promotion Bureau (EPB),,1.04,,,,,,,,,,,,,Billion USD
Economy,,2013-2014,Export to Italy,Export Promotion Bureau (EPB),,1.33,,,,,,,,,,,,,Billion USD
Economy,,2014-2015,Export to Italy,Export Promotion Bureau (EPB),,1.38,,,,,,,,,,,,,Billion USD
Economy,,2015-2016,Export to Italy,Export Promotion Bureau (EPB),,1.39,,,,,,,,,,,,,Billion USD
Economy,,2016-2017,Export to Italy,Export Promotion Bureau (EPB),,1.46,,,,,,,,,,,,,Billion USD
Economy,,2017-2018,Export to Italy,Export Promotion Bureau (EPB),,1.56,,,,,,,,,,,,,Billion USD
Economy,,2018-2019,Export to Italy,Export Promotion Bureau (EPB),,1.64,,,,,,,,,,,,,Billion USD
Economy,,2019-2020,Export to Italy,Export Promotion Bureau (EPB),,1.28,,,,,,,,,,,,,Billion USD
Economy,,2020-2021,Export to Italy,Export Promotion Bureau (EPB),,1.31,,,,,,,,,,,,,Billion USD
Economy,,2000-2001,Export to Japan,Export Promotion Bureau (EPB),,0.11,,,,,,,,,,,,,Billion USD
Economy,,2001-2002,Export to Japan,Export Promotion Bureau (EPB),,0.10,,,,,,,,,,,,,Billion USD
Economy,,2002-2003,Export to Japan,Export Promotion Bureau (EPB),,0.11,,,,,,,,,,,,,Billion USD
Economy,,2003-2004,Export to Japan,Export Promotion Bureau (EPB),,0.12,,,,,,,,,,,,,Billion USD
Economy,,2004-2005,Export to Japan,Export Promotion Bureau (EPB),,0.12,,,,,,,,,,,,,Billion USD
Economy,,2005-2006,Export to Japan,Export Promotion Bureau (EPB),,0.14,,,,,,,,,,,,,Billion USD
Economy,,2006-2007,Export to Japan,Export Promotion Bureau (EPB),,0.15,,,,,,,,,,,,,Billion USD
Economy,,2007-2008,Export to Japan,Export Promotion Bureau (EPB),,0.17,,,,,,,,,,,,,Billion USD
Economy,,2008-2009,Export to Japan,Export Promotion Bureau (EPB),,0.20,,,,,,,,,,,,,Billion USD
Economy,,2009-2010,Export to Japan,Export Promotion Bureau (EPB),,0.33,,,,,,,,,,,,,Billion USD
Economy,,2010-2011,Export to Japan,Export Promotion Bureau (EPB),,0.43,,,,,,,,,,,,,Billion USD
Economy,,2011-2012,Export to Japan,Export Promotion Bureau (EPB),,0.60,,,,,,,,,,,,,Billion USD
Economy,,2012-2013,Export to Japan,Export Promotion Bureau (EPB),,0.75,,,,,,,,,,,,,Billion USD
Economy,,2013-2014,Export to Japan,Export Promotion Bureau (EPB),,0.86,,,,,,,,,,,,,Billion USD
Economy,,2014-2015,Export to Japan,Export Promotion Bureau (EPB),,0.92,,,,,,,,,,,,,Billion USD
Economy,,2015-2016,Export to Japan,Export Promotion Bureau (EPB),,1.08,,,,,,,,,,,,,Billion USD
Economy,,2016-2017,Export to Japan,Export Promotion Bureau (EPB),,1.01,,,,,,,,,,,,,Billion USD
Economy,,2017-2018,Export to Japan,Export Promotion Bureau (EPB),,1.13,,,,,,,,,,,,,Billion USD
Economy,,2018-2019,Export to Japan,Export Promotion Bureau (EPB),,1.37,,,,,,,,,,,,,Billion USD
Economy,,2019-2020,Export to Japan,Export Promotion Bureau (EPB),,1.20,,,,,,,,,,,,,Billion USD
Economy,,2020-2021,Export to Japan,Export Promotion Bureau (EPB),,1.18,,,,,,,,,,,,,Billion USD
Economy,2020,,Export To Kenya,United Nation COMTRADE,14.91,,,,,,,,,,,,,,Million USD
Economy,,2020-2021,Export to Maldives,Export Promotion Bureau (EPB),,6.02,,,,,,,,,,,,,Million USD
Economy,,2019-2020,Export to Nepal,Export Promotion Bureau (EPB),,38.04,,,,,,,,,,,,,Million USD
Economy,,2020-2021,Export to Nepal,Export Promotion Bureau (EPB),,68.66,,,,,,,,,,,,,Million USD
Economy,,2000-2001,Export to Netherlands,Export Promotion Bureau (EPB),,0.33,,,,,,,,,,,,,Billion USD
Economy,,2001-2002,Export to Netherlands,Export Promotion Bureau (EPB),,0.28,,,,,,,,,,,,,Billion USD
Economy,,2002-2003,Export to Netherlands,Export Promotion Bureau (EPB),,0.28,,,,,,,,,,,,,Billion USD
Economy,,2003-2004,Export to Netherlands,Export Promotion Bureau (EPB),,0.29,,,,,,,,,,,,,Billion USD
Economy,,2004-2005,Export to Netherlands,Export Promotion Bureau (EPB),,0.29,,,,,,,,,,,,,Billion USD
Economy,,2005-2006,Export to Netherlands,Export Promotion Bureau (EPB),,0.33,,,,,,,,,,,,,Billion USD
Economy,,2006-2007,Export to Netherlands,Export Promotion Bureau (EPB),,0.46,,,,,,,,,,,,,Billion USD
Economy,,2007-2008,Export to Netherlands,Export Promotion Bureau (EPB),,0.65,,,,,,,,,,,,,Billion USD
Economy,,2008-2009,Export to Netherlands,Export Promotion Bureau (EPB),,0.97,,,,,,,,,,,,,Billion USD
Economy,,2009-2010,Export to Netherlands,Export Promotion Bureau (EPB),,1.02,,,,,,,,,,,,,Billion USD
Economy,,2010-2011,Export to Netherlands,Export Promotion Bureau (EPB),,1.11,,,,,,,,,,,,,Billion USD
Economy,,2011-2012,Export to Netherlands,Export Promotion Bureau (EPB),,0.69,,,,,,,,,,,,,Billion USD
Economy,,2012-2013,Export to Netherlands,Export Promotion Bureau (EPB),,0.71,,,,,,,,,,,,,Billion USD
Economy,,2013-2014,Export to Netherlands,Export Promotion Bureau (EPB),,0.86,,,,,,,,,,,,,Billion USD
Economy,,2014-2015,Export to Netherlands,Export Promotion Bureau (EPB),,0.84,,,,,,,,,,,,,Billion USD
Economy,,2015-2016,Export to Netherlands,Export Promotion Bureau (EPB),,0.85,,,,,,,,,,,,,Billion USD
Economy,,2016-2017,Export to Netherlands,Export Promotion Bureau (EPB),,1.05,,,,,,,,,,,,,Billion USD
Economy,,2017-2018,Export to Netherlands,Export Promotion Bureau (EPB),,1.21,,,,,,,,,,,,,Billion USD
Economy,,2018-2019,Export to Netherlands,Export Promotion Bureau (EPB),,1.28,,,,,,,,,,,,,Billion USD
Economy,,2019-2020,Export to Netherlands,Export Promotion Bureau (EPB),,1.10,,,,,,,,,,,,,Billion USD
Economy,,2020-2021,Export to Netherlands,Export Promotion Bureau (EPB),,1.28,,,,,,,,,,,,,Billion USD
Economy,,2000-2001,Export to other countries,Export Promotion Bureau (EPB),,1.11,,,,,,,,,,,,,Billion USD
Economy,,2001-2002,Export to other countries,Export Promotion Bureau (EPB),,1.06,,,,,,,,,,,,,Billion USD
Economy,,2002-2003,Export to other countries,Export Promotion Bureau (EPB),,1.27,,,,,,,,,,,,,Billion USD
Economy,,2003-2004,Export to other countries,Export Promotion Bureau (EPB),,1.54,,,,,,,,,,,,,Billion USD
Economy,,2004-2005,Export to other countries,Export Promotion Bureau (EPB),,1.87,,,,,,,,,,,,,Billion USD
Economy,,2005-2006,Export to other countries,Export Promotion Bureau (EPB),,2.33,,,,,,,,,,,,,Billion USD
Economy,,2006-2007,Export to other countries,Export Promotion Bureau (EPB),,2.84,,,,,,,,,,,,,Billion USD
Economy,,2007-2008,Export to other countries,Export Promotion Bureau (EPB),,3.61,,,,,,,,,,,,,Billion USD
Economy,,2008-2009,Export to other countries,Export Promotion Bureau (EPB),,3.82,,,,,,,,,,,,,Billion USD
Economy,,2009-2010,Export to other countries,Export Promotion Bureau (EPB),,4.50,,,,,,,,,,,,,Billion USD
Economy,,2010-2011,Export to other countries,Export Promotion Bureau (EPB),,6.71,,,,,,,,,,,,,Billion USD
Economy,,2011-2012,Export to other countries,Export Promotion Bureau (EPB),,7.68,,,,,,,,,,,,,Billion USD
Economy,,2012-2013,Export to other countries,Export Promotion Bureau (EPB),,9.05,,,,,,,,,,,,,Billion USD
Economy,,2013-2014,Export to other countries,Export Promotion Bureau (EPB),,10.16,,,,,,,,,,,,,Billion USD
Economy,,2014-2015,Export to other countries,Export Promotion Bureau (EPB),,10.63,,,,,,,,,,,,,Billion USD
Economy,,2015-2016,Export to other countries,Export Promotion Bureau (EPB),,11.95,,,,,,,,,,,,,Billion USD
Economy,,2016-2017,Export to other countries,Export Promotion Bureau (EPB),,12.54,,,,,,,,,,,,,Billion USD
Economy,,2017-2018,Export to other countries,Export Promotion Bureau (EPB),,12.91,,,,,,,,,,,,,Billion USD
Economy,,2018-2019,Export to other countries,Export Promotion Bureau (EPB),,14.52,,,,,,,,,,,,,Billion USD
Economy,,2019-2020,Export to other countries,Export Promotion Bureau (EPB),,12.28,,,,,,,,,,,,,Billion USD
Economy,,2020-2021,Export to other countries,Export Promotion Bureau (EPB),,14.48,,,,,,,,,,,,,Billion USD
Economy,,2020-2021,Export to Pakistan,Export Promotion Bureau (EPB),,82.71,,,,,,,,,,,,,Million USD
Economy,,2019-2020,Export to Pakistan,Export Promotion Bureau (EPB),,50.54,,,,,,,,,,,,,Million USD
Economy,,2011-2012,Export to Russia,Export Promotion Bureau (EPB),,133.25,,,,,,,,,,,,,Million USD
Economy,,2012-2013,Export to Russia,Export Promotion Bureau (EPB),,208.29,,,,,,,,,,,,,Million USD
Economy,,2013-2014,Export to Russia,Export Promotion Bureau (EPB),,283.35,,,,,,,,,,,,,Million USD
Economy,,2014-2015,Export to Russia,Export Promotion Bureau (EPB),,294.57,,,,,,,,,,,,,Million USD
Economy,,2015-2016,Export to Russia,Export Promotion Bureau (EPB),,314.29,,,,,,,,,,,,,Million USD
Economy,,2016-2017,Export to Russia,Export Promotion Bureau (EPB),,464.62,,,,,,,,,,,,,Million USD
Economy,,2017-2018,Export to Russia,Export Promotion Bureau (EPB),,485.23,,,,,,,,,,,,,Million USD
Economy,,2018-2019,Export to Russia,Export Promotion Bureau (EPB),,548.26,,,,,,,,,,,,,Million USD
Economy,,2020-2021,Export to Russia,Export Promotion Bureau (EPB),,665.32,,,,,,,,,,,,,Million USD
Economy,,2019-2020,Export to Russia,Export Promotion Bureau (EPB),,487.29,,,,,,,,,,,,,Million USD
Economy,,2020-2021,Export to Sri Lanka,Export Promotion Bureau (EPB),,47.32,,,,,,,,,,,,,Million USD
Economy,,2016-2017,Export to Sri Lanka,Export Promotion Bureau (EPB),,42.24,,,,,,,,,,,,,Million USD
Economy,,2015-2016,Export to Sri Lanka,Export Promotion Bureau (EPB),,30.44,,,,,,,,,,,,,Million USD
Economy,,2014-2015,Export to Sri Lanka,Export Promotion Bureau (EPB),,23.92,,,,,,,,,,,,,Million USD
Economy,,2013-2014,Export to Sri Lanka,Export Promotion Bureau (EPB),,26.81,,,,,,,,,,,,,Million USD
Economy,,2012-2013,Export to Sri Lanka,Export Promotion Bureau (EPB),,23.68,,,,,,,,,,,,,Million USD
Economy,,2000-2001,Export to UK,Export Promotion Bureau (EPB),,0.59,,,,,,,,,,,,,Billion USD
Economy,,2001-2002,Export to UK,Export Promotion Bureau (EPB),,0.65,,,,,,,,,,,,,Billion USD
Economy,,2002-2003,Export to UK,Export Promotion Bureau (EPB),,0.78,,,,,,,,,,,,,Billion USD
Economy,,2003-2004,Export to UK,Export Promotion Bureau (EPB),,0.90,,,,,,,,,,,,,Billion USD
Economy,,2004-2005,Export to UK,Export Promotion Bureau (EPB),,1.35,,,,,,,,,,,,,Billion USD
Economy,,2005-2006,Export to UK,Export Promotion Bureau (EPB),,1.05,,,,,,,,,,,,,Billion USD
Economy,,2006-2007,Export to UK,Export Promotion Bureau (EPB),,1.18,,,,,,,,,,,,,Billion USD
Economy,,2007-2008,Export to UK,Export Promotion Bureau (EPB),,1.38,,,,,,,,,,,,,Billion USD
Economy,,2008-2009,Export to UK,Export Promotion Bureau (EPB),,1.50,,,,,,,,,,,,,Billion USD
Economy,,2009-2010,Export to UK,Export Promotion Bureau (EPB),,1.51,,,,,,,,,,,,,Billion USD
Economy,,2010-2011,Export to UK,Export Promotion Bureau (EPB),,2.07,,,,,,,,,,,,,Billion USD
Economy,,2011-2012,Export to UK,Export Promotion Bureau (EPB),,2.44,,,,,,,,,,,,,Billion USD
Economy,,2012-2013,Export to UK,Export Promotion Bureau (EPB),,2.76,,,,,,,,,,,,,Billion USD
Economy,,2013-2014,Export to UK,Export Promotion Bureau (EPB),,2.92,,,,,,,,,,,,,Billion USD
Economy,,2014-2015,Export to UK,Export Promotion Bureau (EPB),,3.21,,,,,,,,,,,,,Billion USD
Economy,,2015-2016,Export to UK,Export Promotion Bureau (EPB),,3.81,,,,,,,,,,,,,Billion USD
Economy,,2016-2017,Export to UK,Export Promotion Bureau (EPB),,3.57,,,,,,,,,,,,,Billion USD
Economy,,2017-2018,Export to UK,Export Promotion Bureau (EPB),,3.99,,,,,,,,,,,,,Billion USD
Economy,,2018-2019,Export to UK,Export Promotion Bureau (EPB),,4.17,,,,,,,,,,,,,Billion USD
Economy,,2019-2020,Export to UK,Export Promotion Bureau (EPB),,3.45,,,,,,,,,,,,,Billion USD
Economy,,2020-2021,Export to UK,Export Promotion Bureau (EPB),,3.75,,,,,,,,,,,,,Billion USD
Economy,,2020-2021,Export to USA,Export Promotion Bureau (EPB),,6.97,,,,,,,,,,,,,Billion USD
Economy,,2019-2020,Export to USA,Export Promotion Bureau (EPB),,6,,,,,,,,,,,,,Billion USD
Economy,,2018-2019,Export to USA,Export Promotion Bureau (EPB),,6.5,,,,,,,,,,,,,Billion USD
Economy,,2017-2018,Export to USA,Export Promotion Bureau (EPB),,6,,,,,,,,,,,,,Billion USD
Economy,,2015-2016,Export to USA,Export Promotion Bureau (EPB),,6.2,,,,,,,,,,,,,Billion USD
Economy,,2014-2015,Export to USA,Export Promotion Bureau (EPB),,5.8,,,,,,,,,,,,,Billion USD
Economy,,2013-2014,Export to USA,Export Promotion Bureau (EPB),,5.6,,,,,,,,,,,,,Billion USD
Economy,,2012-2013,Export to USA,Export Promotion Bureau (EPB),,5.4,,,,,,,,,,,,,Billion USD
Economy,,2011-2012,Export to USA,Export Promotion Bureau (EPB),,5.1,,,,,,,,,,,,,Billion USD
Economy,,2010-2011,Export to USA,Export Promotion Bureau (EPB),,5.1,,,,,,,,,,,,,Billion USD
Economy,,2016-2017,Export to USA,Export Promotion Bureau (EPB),,5.8,,,,,,,,,,,,,Billion USD
Economy,,2000-2001,Export to USA,Export Promotion Bureau (EPB),,2.5,,,,,,,,,,,,,Billion USD
Economy,,2001-2002,Export to USA,Export Promotion Bureau (EPB),,2.23,,,,,,,,,,,,,Billion USD
Economy,,2002-2003,Export to USA,Export Promotion Bureau (EPB),,2.16,,,,,,,,,,,,,Billion USD
Economy,,2003-2004,Export to USA,Export Promotion Bureau (EPB),,1.97,,,,,,,,,,,,,Billion USD
Economy,,2004-2005,Export to USA,Export Promotion Bureau (EPB),,2.42,,,,,,,,,,,,,Billion USD
Economy,,2005-2006,Export to USA,Export Promotion Bureau (EPB),,3.04,,,,,,,,,,,,,Billion USD
Economy,,2006-2007,Export to USA,Export Promotion Bureau (EPB),,3.45,,,,,,,,,,,,,Billion USD
Economy,,2007-2008,Export to USA,Export Promotion Bureau (EPB),,3.56,,,,,,,,,,,,,Billion USD
Economy,,2008-2009,Export to USA,Export Promotion Bureau (EPB),,4.07,,,,,,,,,,,,,Billion USD
Economy,,2009-2010,Export to USA,Export Promotion Bureau (EPB),,3.95,,,,,,,,,,,,,Billion USD
Economy,2011,,External Debt,Bangladesh Bank,22.1,,,,,,,,,,,,,,Billion USD
Economy,2012,,External Debt,Bangladesh Bank,22.1,,,,,,,,,,,,,,Billion USD
Economy,2013,,External Debt,Bangladesh Bank,22.4,,,,,,,,,,,,,,Billion USD
Economy,2014,,External Debt,Bangladesh Bank,24.4,,,,,,,,,,,,,,Billion USD
Economy,2015,,External Debt,Bangladesh Bank,23.9,,,,,,,,,,,,,,Billion USD
Economy,2016,,External Debt,Bangladesh Bank,26.31,,,,,,,,,,,,,,Billion USD
Economy,2017,,External Debt,Bangladesh Bank,28.34,,,,,,,,,,,,,,Billion USD
Economy,2018,,External Debt,Bangladesh Bank,33.51,,,,,,,,,,,,,,Billion USD
Economy,2019,,External Debt,Bangladesh Bank,38.48,,,,,,,,,,,,,,Billion USD
Economy,2020,,External Debt,Bangladesh Bank,44.20,,,,,,,,,,,,,,Billion USD
Economy,,2016-2017,External Debt repayment,Bangladesh Bank,,1.1,,,,,,,,,,,,,Billion USD
Economy,,2017-2018,External Debt repayment,Bangladesh Bank,,1.4,,,,,,,,,,,,,Billion USD
Economy,,2018-2019,External Debt repayment,Bangladesh Bank,,1.59,,,,,,,,,,,,,Billion USD
Economy,2019,,Extreme poverty / Ultra-poverty (%),Bangladesh Bureau of Statistics (BBS),10.5%,,,,,,,,,,,,,,Percentage
Economy,2016,,Extreme poverty / Ultra-poverty (%),Bangladesh Bureau of Statistics (BBS),12.9%,,,,,,,,,,,,,,Percentage
Economy,2010,,Extreme poverty / Ultra-poverty (%),Bangladesh Bureau of Statistics (BBS),17.6%,,,,,,,,,,,,,,Percentage
Economy,2016,,FDI - Agriculture & Fishing,Bangladesh Bank,43,,,,,,,,,,,,,,Million USD
Economy,2015,,FDI - Agriculture & Fishing,Bangladesh Bank,25,,,,,,,,,,,,,,Million USD
Economy,2014,,FDI - Agriculture & Fishing,Bangladesh Bank,32,,,,,,,,,,,,,,Million USD
Economy,2013,,FDI - Agriculture & Fishing,Bangladesh Bank,31,,,,,,,,,,,,,,Million USD
Economy,2012,,FDI - Agriculture & Fishing,Bangladesh Bank,61,,,,,,,,,,,,,,Million USD
Economy,2011,,FDI - Agriculture & Fishing,Bangladesh Bank,6,,,,,,,,,,,,,,Million USD
Economy,2010,,FDI - Agriculture & Fishing,Bangladesh Bank,14,,,,,,,,,,,,,,Million USD
Economy,2016,,FDI - Banking,Bangladesh Bank,166,,,,,,,,,,,,,,Million USD
Economy,2013,,FDI - Banking,Bangladesh Bank,327,,,,,,,,,,,,,,Million USD
Economy,2012,,FDI - Banking,Bangladesh Bank,136,,,,,,,,,,,,,,Million USD
Economy,2011,,FDI - Banking,Bangladesh Bank,249,,,,,,,,,,,,,,Million USD
Economy,2010,,FDI - Banking,Bangladesh Bank,163,,,,,,,,,,,,,,Million USD
Economy,2014,,FDI - Banking,Bangladesh Bank,317,,,,,,,,,,,,,,Million USD
Economy,2015,,FDI - Banking,Bangladesh Bank,377,,,,,,,,,,,,,,Million USD
Economy,2010,,FDI - Equity Capital,Bangladesh Bank,519.98,,,,,,,,,,,,,,Million USD
Economy,2011,,FDI - Equity Capital,Bangladesh Bank,431.85,,,,,,,,,,,,,,Million USD
Economy,2012,,FDI - Equity Capital,Bangladesh Bank,497.63,,,,,,,,,,,,,,Million USD
Economy,2013,,FDI - Equity Capital,Bangladesh Bank,541.06,,,,,,,,,,,,,,Million USD
Economy,2014,,FDI - Equity Capital,Bangladesh Bank,280.31,,,,,,,,,,,,,,Million USD
Economy,2010,,FDI - Food,Bangladesh Bank,13,,,,,,,,,,,,,,Million USD
Economy,2011,,FDI - Food,Bangladesh Bank,23,,,,,,,,,,,,,,Million USD
Economy,2012,,FDI - Food,Bangladesh Bank,75,,,,,,,,,,,,,,Million USD
Economy,2013,,FDI - Food,Bangladesh Bank,40,,,,,,,,,,,,,,Million USD
Economy,2014,,FDI - Food,Bangladesh Bank,53,,,,,,,,,,,,,,Million USD
Economy,2015,,FDI - Food,Bangladesh Bank,125,,,,,,,,,,,,,,Million USD
Economy,2016,,FDI - Food,Bangladesh Bank,87,,,,,,,,,,,,,,Million USD
Economy,2010,,FDI - Intra Company Loans,Bangladesh Bank,28.72,,,,,,,,,,,,,,Million USD
Economy,2011,,FDI - Intra Company Loans,Bangladesh Bank,214.9,,,,,,,,,,,,,,Million USD
Economy,2012,,FDI - Intra Company Loans,Bangladesh Bank,207.4,,,,,,,,,,,,,,Million USD
Economy,2013,,FDI - Intra Company Loans,Bangladesh Bank,360.99,,,,,,,,,,,,,,Million USD
Economy,2014,,FDI - Intra Company Loans,Bangladesh Bank,257.6,,,,,,,,,,,,,,Million USD
Economy,2010,,"FDI - Power, Gas, Petroleaum",Bangladesh Bank,92,,,,,,,,,,,,,,Million USD
Economy,2011,,"FDI - Power, Gas, Petroleaum",Bangladesh Bank,238,,,,,,,,,,,,,,Million USD
Economy,2012,,"FDI - Power, Gas, Petroleaum",Bangladesh Bank,127,,,,,,,,,,,,,,Million USD
Economy,2013,,"FDI - Power, Gas, Petroleaum",Bangladesh Bank,99,,,,,,,,,,,,,,Million USD
Economy,2014,,"FDI - Power, Gas, Petroleaum",Bangladesh Bank,50,,,,,,,,,,,,,,Million USD
Economy,2015,,"FDI - Power, Gas, Petroleaum",Bangladesh Bank,574,,,,,,,,,,,,,,Million USD
Economy,2016,,"FDI - Power, Gas, Petroleaum",Bangladesh Bank,434,,,,,,,,,,,,,,Million USD
Economy,2010,,FDI - Reinvested earnings,Bangladesh Bank,364.62,,,,,,,,,,,,,,Million USD
Economy,2011,,FDI - Reinvested earnings,Bangladesh Bank,489.63,,,,,,,,,,,,,,Million USD
Economy,2012,,FDI - Reinvested earnings,Bangladesh Bank,587.53,,,,,,,,,,,,,,Million USD
Economy,2013,,FDI - Reinvested earnings,Bangladesh Bank,697.11,,,,,,,,,,,,,,Million USD
Economy,2014,,FDI - Reinvested earnings,Bangladesh Bank,988.79,,,,,,,,,,,,,,Million USD
Economy,2010,,FDI - Telecommunications,Bangladesh Bank,360,,,,,,,,,,,,,,Million USD
Economy,2011,,FDI - Telecommunications,Bangladesh Bank,181,,,,,,,,,,,,,,Million USD
